Device,PTPTime,UnixTime,Protocool,CurrentDeviceTime,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,HeartRate
WATCH,1642571176796,1642571176797,4,1642571176797,0.003,-0.001,-0.003,0.002,0.004,-0.003,71
WATCH,1642571176806,1642571176807,4,1642571176807,0.001,-0.001,0.001,0.002,0.004,-0.001,71
WATCH,1642571176816,1642571176817,4,1642571176817,0.001,0.001,0.001,0.001,0.002,0.001,71
WATCH,1642571176825,1642571176826,4,1642571176826,-0.000,-0.001,-0.003,0.001,-0.000,0.009,71
WATCH,1642571176835,1642571176836,4,1642571176836,0.005,-0.002,0.001,0.002,0.003,-0.005,71
WATCH,1642571176845,1642571176846,4,1642571176846,-0.001,0.003,0.001,0.002,0.000,-0.005,71
WATCH,1642571176855,1642571176856,4,1642571176856,0.000,-0.007,0.004,0.001,0.005,0.003,71
WATCH,1642571176865,1642571176866,4,1642571176866,0.004,-0.005,-0.002,-0.001,0.005,0.001,71
WATCH,1642571176875,1642571176876,4,1642571176876,0.003,0.002,0.000,-0.003,0.005,-0.008,71
WATCH,1642571176885,1642571176886,4,1642571176886,0.003,-0.001,0.000,-0.001,0.001,-0.003,71
WATCH,1642571176895,1642571176896,4,1642571176896,-0.000,-0.001,0.000,-0.003,0.000,0.002,71
WATCH,1642571176905,1642571176906,4,1642571176906,-0.002,0.000,0.001,-0.003,0.002,0.003,71
WATCH,1642571176915,1642571176916,4,1642571176916,0.003,0.006,-0.001,-0.000,0.002,0.003,71
WATCH,1642571176925,1642571176926,4,1642571176926,-0.001,0.003,0.002,0.001,0.005,-0.004,71
WATCH,1642571176935,1642571176936,4,1642571176936,0.002,0.005,-0.001,0.003,0.005,-0.007,71
WATCH,1642571176945,1642571176946,4,1642571176946,-0.003,0.006,0.001,0.002,0.005,-0.002,71
WATCH,1642571176955,1642571176956,4,1642571176956,0.000,0.005,0.001,0.002,0.004,0.001,71
WATCH,1642571176965,1642571176966,4,1642571176966,-0.001,-0.004,-0.001,0.001,0.005,-0.001,71
WATCH,1642571176975,1642571176976,4,1642571176976,0.003,-0.001,-0.000,-0.002,0.005,0.003,71
WATCH,1642571176985,1642571176986,4,1642571176986,0.002,-0.001,0.002,-0.001,0.006,-0.000,71
